,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
280,70.0%,0.15,mnb,0.0385126554,0.09896076728538179
281,70.0%,0.15,sgd,0.11152420975833334,0.15491383951920346
282,70.0%,0.2,lstm,0.5273465078083334,0.10859054296346723
283,70.0%,0.2,mnb,0.06961128735833334,0.1015683554594784
284,70.0%,0.2,sgd,0.17652894512499998,0.14293362367656848
285,70.0%,0.25,lstm,0.5548909913416666,0.0887845999301017
286,70.0%,0.25,mnb,0.16384519139166667,0.10029940481893516
287,70.0%,0.25,sgd,0.235715306525,0.13227364175147988
288,70.0%,0.3,lstm,0.5814553407833334,0.07988920874151473
289,70.0%,0.3,mnb,0.30841298286666663,0.11562548409737547
290,70.0%,0.3,sgd,0.3814565376,0.1721723945975048
291,70.0%,0.35,lstm,0.5876087048583333,0.077056678680315
292,70.0%,0.35,mnb,0.4651834143833334,0.14891784967441443
293,70.0%,0.35,sgd,0.503485364225,0.19686715883400258
294,70.0%,0.4,lstm,0.6054048354083332,0.06685701475714237
295,70.0%,0.4,mnb,0.6766340287416667,0.1342834558693058
296,70.0%,0.4,sgd,0.6388421936333334,0.1632640083297654
297,70.0%,0.45,lstm,0.6102960202833333,0.06549476998449003
298,70.0%,0.45,mnb,0.816097770625,0.0938632930886231
299,70.0%,0.45,sgd,0.7914423593166666,0.10881826026521048
300,70.0%,0.5,lstm,0.6243047259583334,0.057333183581464275
301,70.0%,0.5,mnb,0.8910829160333333,0.0674177413190777
302,70.0%,0.5,sgd,0.8856123061916666,0.06691898187223946
303,70.0%,0.55,lstm,0.6298542107416668,0.06076494030597105
304,70.0%,0.55,mnb,0.9204865625333334,0.04806529992195853
305,70.0%,0.55,sgd,0.9138503190333334,0.04903470322851726
306,70.0%,0.6,lstm,0.6349940264416667,0.05155981231218446
307,70.0%,0.6,mnb,0.9282813872416666,0.044835681708308754
308,70.0%,0.6,sgd,0.921703895775,0.04444485677700171
309,70.0%,0.65,lstm,0.639371704475,0.04968098440065184
310,70.0%,0.65,mnb,0.9301041351416667,0.041541297674003524
311,70.0%,0.65,sgd,0.922086670825,0.04298879827030125
312,80.0%,0.05,lstm,0.36141886940833334,0.15447836818942265
313,80.0%,0.05,mnb,0.021697700391666668,0.07578975341966165
314,80.0%,0.05,sgd,0.07038660305833333,0.10968001626337273
315,80.0%,0.1,lstm,0.523486559475,0.13787890575901546
316,80.0%,0.1,mnb,0.035967847325,0.08544221042437719
317,80.0%,0.1,sgd,0.07532336611666667,0.128256715427177
318,80.0%,0.15,lstm,0.578293806675,0.12475949022566442
319,80.0%,0.15,mnb,0.04193945645833333,0.10376942085027073
320,80.0%,0.15,sgd,0.10030041243333333,0.14905434542822518
321,80.0%,0.2,lstm,0.6138884102583333,0.10634425940490744
322,80.0%,0.2,mnb,0.07718867340833334,0.10159146854918905
323,80.0%,0.2,sgd,0.190877542175,0.15840278971786423
324,80.0%,0.25,lstm,0.6385978596916667,0.09814569027560585
325,80.0%,0.25,mnb,0.17243758585833333,0.1192109914627253
326,80.0%,0.25,sgd,0.24260382889166668,0.130989121388684
327,80.0%,0.3,lstm,0.6697105279416667,0.09153197514068025
328,80.0%,0.3,mnb,0.32000294693333337,0.12133563196117471
329,80.0%,0.3,sgd,0.4067984474083334,0.17290693629751777
330,80.0%,0.35,lstm,0.6731890922416668,0.08023425469075315
331,80.0%,0.35,mnb,0.47339056455833334,0.1551543576364805
332,80.0%,0.35,sgd,0.5106790696916667,0.18588876993574743
333,80.0%,0.4,lstm,0.6949783445416666,0.06762440400528502
334,80.0%,0.4,mnb,0.6768016244916667,0.13450878729510035
335,80.0%,0.4,sgd,0.6552365609916666,0.15505925359360284
336,80.0%,0.45,lstm,0.7041668381833333,0.06376245210077172
337,80.0%,0.45,mnb,0.8223857757166667,0.09126206281144246
338,80.0%,0.45,sgd,0.8052565072083334,0.10641826826725313
339,80.0%,0.5,lstm,0.7078670702333334,0.0665789185939733
340,80.0%,0.5,mnb,0.8941657165166668,0.06465605389586973
341,80.0%,0.5,sgd,0.8898373561166666,0.06396143291014916
342,80.0%,0.55,lstm,0.7178419907583334,0.05975500181370129
343,80.0%,0.55,mnb,0.9242481833416666,0.045972520817278255
344,80.0%,0.55,sgd,0.9199542924416667,0.04662642977053333
345,80.0%,0.6,lstm,0.72199578155,0.06003088639835209
346,80.0%,0.6,mnb,0.9307439883083333,0.04296117832023659
347,80.0%,0.6,sgd,0.9272391084833334,0.04190826167947145
348,80.0%,0.65,lstm,0.7302266338916666,0.05491585951186348
349,80.0%,0.65,mnb,0.9333443858416667,0.04050817427774877
350,80.0%,0.65,sgd,0.9293816632333333,0.0409635715618815
351,90.0%,0.05,lstm,0.44332172613333337,0.15204711641366714
352,90.0%,0.05,mnb,0.035734299724999995,0.07609787844129873
353,90.0%,0.05,sgd,0.06239182571666666,0.12022084124907234
354,90.0%,0.1,lstm,0.5837953491583334,0.14764006208275746
355,90.0%,0.1,mnb,0.04720799580833333,0.09913730907403967
356,90.0%,0.1,sgd,0.061988202075,0.13675342997136242
357,90.0%,0.15,lstm,0.6575390630000001,0.136861590677712
358,90.0%,0.15,mnb,0.04716765706666667,0.1145924713291708
359,90.0%,0.15,sgd,0.10504990573333334,0.15260740979661325
360,90.0%,0.2,lstm,0.6956520335,0.11294617786252419
361,90.0%,0.2,mnb,0.08121856842499998,0.11166879499033845
362,90.0%,0.2,sgd,0.17994680636666663,0.13652792920809972
363,90.0%,0.25,lstm,0.7228076441333333,0.10478964141963187
