,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
333,50.0%,0.1,rf,0.002684397163120541,0.004139708127874672
334,50.0%,0.1,svc,0.0033187499999999814,0.0054393417505471334
335,50.0%,0.15,cnn,0.011812499999999983,0.011069924976878137
336,50.0%,0.15,dt,0.01650312499999997,0.013662428036717708
337,50.0%,0.15,lr,0.007656249999999973,0.004958376274852373
338,50.0%,0.15,rf,0.004469798657718101,0.0050283749550840955
339,50.0%,0.15,svc,0.003896874999999983,0.005054139867039438
340,50.0%,0.2,cnn,0.02453437499999998,0.023021327401568065
341,50.0%,0.2,dt,0.02686562499999997,0.025517457452243226
342,50.0%,0.2,lr,0.016634374999999986,0.012449359291816167
343,50.0%,0.2,rf,0.00999999999999997,0.009384765607267743
344,50.0%,0.2,svc,0.008349999999999982,0.007433309360595344
345,50.0%,0.25,cnn,0.05984062499999996,0.054123965903668865
346,50.0%,0.25,dt,0.05194999999999996,0.05920822439896325
347,50.0%,0.25,lr,0.03161874999999996,0.02261493964800745
348,50.0%,0.25,rf,0.02756329113924048,0.027889781601185614
349,50.0%,0.25,svc,0.017084374999999964,0.013405999534025397
350,50.0%,0.3,cnn,0.08051874999999996,0.061645335954705886
351,50.0%,0.3,dt,0.08338437499999997,0.07064251890748476
352,50.0%,0.3,lr,0.05018749999999996,0.03317140306245842
353,50.0%,0.3,rf,0.05151249999999998,0.04695936789080963
354,50.0%,0.3,svc,0.02879999999999997,0.02446844971481726
355,50.0%,0.35,cnn,0.14302187499999997,0.09448695206042904
356,50.0%,0.35,dt,0.14475937499999997,0.13625267837509394
357,50.0%,0.35,lr,0.10394687499999997,0.06993412436843152
358,50.0%,0.35,rf,0.11231562499999996,0.0977150043819675
359,50.0%,0.35,svc,0.08528749999999996,0.08203727772852364
360,50.0%,0.4,cnn,0.21867812499999997,0.11201186688697895
361,50.0%,0.4,dt,0.185146875,0.15329871358774422
362,50.0%,0.4,lr,0.16953437499999996,0.0875313981738758
363,50.0%,0.4,rf,0.18286875,0.11678077735951164
364,50.0%,0.4,svc,0.15559999999999996,0.10929841730399044
365,50.0%,0.45,cnn,0.308759375,0.10115370600527016
366,50.0%,0.45,dt,0.227621875,0.15249508443335635
367,50.0%,0.45,lr,0.27288437499999996,0.10049234493006931
