,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
380,90.0%,0.5,sgd,0.6319681460333334,0.06209718858061632
381,90.0%,0.55,lstm,0.6438916746333334,0.027078718853434602
382,90.0%,0.55,mnb,0.4953390118666666,0.14660815964989532
383,90.0%,0.55,sgd,0.6925247304666666,0.06415651943838331
384,90.0%,0.6,lstm,0.6651365185000001,0.022398140147930134
385,90.0%,0.6,mnb,0.5885656694999999,0.11537129808482403
386,90.0%,0.6,sgd,0.7456545722333332,0.042082578331285356
387,90.0%,0.65,lstm,0.6825077946333333,0.01921864033727409
388,90.0%,0.65,mnb,0.6993399841666667,0.09081768617925991
389,90.0%,0.65,sgd,0.7815900465333334,0.01745194274254391
