,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
430,60.0%,0.45,cnn,0.48247910530618815,0.18185515992746074
431,60.0%,0.45,dt,0.2593738006513074,0.21841460975887636
432,60.0%,0.45,lr,0.316384344867425,0.1763894036705255
433,60.0%,0.45,rf,0.3578259141814005,0.22506916925548842
434,60.0%,0.45,svc,0.5940682212352554,0.06325289506641331
435,60.0%,0.5,cnn,0.5426182799199241,0.175120471458623
436,60.0%,0.5,dt,0.29130760645425635,0.2108900465892566
437,60.0%,0.5,lr,0.39566002376124865,0.20274073438797682
438,60.0%,0.5,rf,0.4305060414964687,0.2466433447233069
439,60.0%,0.5,svc,0.7038193920515726,0.04231315422839504
440,60.0%,0.55,cnn,0.5918958294077096,0.15747226512735313
441,60.0%,0.55,dt,0.41856173564216076,0.2058580810820145
442,60.0%,0.55,lr,0.4480675604963871,0.21692767675619062
443,60.0%,0.55,rf,0.49981062720997105,0.2547445968629464
444,60.0%,0.55,svc,0.7354115500371188,0.022824395819003643
445,60.0%,0.6,cnn,0.6463831809835824,0.13121190333135468
446,60.0%,0.6,dt,0.4739525824914955,0.1975930303765792
447,60.0%,0.6,lr,0.5024503475754742,0.23086331658084336
448,60.0%,0.6,rf,0.5551743646951147,0.26516689640270097
449,60.0%,0.6,svc,0.7423556522227462,0.02392327096377651
450,60.0%,0.65,cnn,0.6786237161111222,0.11468147003276352
451,60.0%,0.65,dt,0.5158645437978923,0.19080723764659155
452,60.0%,0.65,lr,0.5479184486756274,0.22031300313149021
453,60.0%,0.65,rf,0.6031396075611656,0.2504420006962011
454,60.0%,0.65,svc,0.7406789045469242,0.03058382805877191
455,70.0%,0.05,cnn,0.11192724654774838,0.10199002238412669
456,70.0%,0.05,dt,0.0329313992118624,0.03137985643634558
457,70.0%,0.05,lr,0.03354544690843005,0.027506403823237272
458,70.0%,0.05,rf,0.02814812993734426,0.026436382715248907
459,70.0%,0.05,svc,0.02899818307854637,0.013207382021923644
460,70.0%,0.1,cnn,0.1952560195972313,0.13620719890930405
461,70.0%,0.1,dt,0.04034509474455529,0.02448906665620335
462,70.0%,0.1,lr,0.05187247351538935,0.03956497209147315
463,70.0%,0.1,rf,0.05654092524999836,0.0602568246780255
464,70.0%,0.1,svc,0.05286212367533085,0.013926900342051112
465,70.0%,0.15,cnn,0.24919852869784867,0.19025317317155357
466,70.0%,0.15,dt,0.06866347284753933,0.04840327894191385
467,70.0%,0.15,lr,0.07887841055961368,0.05428899604821648
468,70.0%,0.15,rf,0.08678337055848791,0.0904466569300718
469,70.0%,0.15,svc,0.10482367830965558,0.026322172572499088
470,70.0%,0.2,cnn,0.2930254778457828,0.19149278891296748
471,70.0%,0.2,dt,0.0953519056686358,0.06984205358126996
472,70.0%,0.2,lr,0.11655282428858017,0.09527169160845486
473,70.0%,0.2,rf,0.12482863114251458,0.12373356097399188
474,70.0%,0.2,svc,0.15895052451804875,0.014360686241467219
475,70.0%,0.25,cnn,0.3288560374068748,0.19848902405508922
476,70.0%,0.25,dt,0.13855001279718646,0.11658936025165077
477,70.0%,0.25,lr,0.14146882265857397,0.09775474120483953
478,70.0%,0.25,rf,0.15068581727605743,0.13582726762340722
479,70.0%,0.25,svc,0.2266079264477646,0.06916407352065508
480,70.0%,0.3,cnn,0.38045794636400154,0.20106614983260301
481,70.0%,0.3,dt,0.178279953053406,0.1445757361274664
482,70.0%,0.3,lr,0.19616130348059943,0.14013062898747727
483,70.0%,0.3,rf,0.20657948854501126,0.1911987942394479
484,70.0%,0.3,svc,0.32653154831527803,0.10556205588459754
485,70.0%,0.35,cnn,0.4288286049614699,0.20719412536717535
486,70.0%,0.35,dt,0.21335301088071584,0.16181804432365907
487,70.0%,0.35,lr,0.2413355116941419,0.16483399012675415
488,70.0%,0.35,rf,0.25690012672331153,0.2165888234707887
489,70.0%,0.35,svc,0.4463083549372414,0.07369899135079247
490,70.0%,0.4,cnn,0.48010502681782463,0.20012446266116665
491,70.0%,0.4,dt,0.23876153743831957,0.1965609570334165
492,70.0%,0.4,lr,0.29142751960966345,0.1799914337822582
493,70.0%,0.4,rf,0.3012985848505501,0.23031997592501546
494,70.0%,0.4,svc,0.5678787932994727,0.06658263411256332
495,70.0%,0.45,cnn,0.5175748034970789,0.18692846533564736
496,70.0%,0.45,dt,0.26900331610867967,0.21669160597210127
497,70.0%,0.45,lr,0.3355483007821453,0.17883093673753242
498,70.0%,0.45,rf,0.36337850411536965,0.22556435567508956
499,70.0%,0.45,svc,0.6306887572986903,0.06074014600981051
500,70.0%,0.5,cnn,0.5818179376407272,0.17893454573096007
501,70.0%,0.5,dt,0.3037387252014413,0.2104237420017712
502,70.0%,0.5,lr,0.4147070721288928,0.20135264566032385
503,70.0%,0.5,rf,0.43986048817011286,0.24784687040606784
504,70.0%,0.5,svc,0.7284212684739443,0.042958430316409835
505,70.0%,0.55,cnn,0.6243953220385888,0.16014004795499368
506,70.0%,0.55,dt,0.4305406993508457,0.20413026493604045
507,70.0%,0.55,lr,0.46428887681892994,0.2175556639656668
508,70.0%,0.55,rf,0.509417945513964,0.25397120047358507
509,70.0%,0.55,svc,0.7566391736721626,0.021501016688292282
510,70.0%,0.6,cnn,0.6771717573509496,0.13816648276639257
511,70.0%,0.6,dt,0.48417202099172624,0.19556985699768722
512,70.0%,0.6,lr,0.5164987084822309,0.23316724633929017
513,70.0%,0.6,rf,0.5651077309025394,0.2630625889843792
514,70.0%,0.6,svc,0.7568472401661267,0.018243175137869543
515,70.0%,0.65,cnn,0.7165029555052083,0.11661514980025761
516,70.0%,0.65,dt,0.5303406599226295,0.18998326633342785
517,70.0%,0.65,lr,0.5647804580240741,0.21970415320817233
518,70.0%,0.65,rf,0.612435992086219,0.24651861615774065
519,70.0%,0.65,svc,0.7666189112621937,0.01411215075894881
520,80.0%,0.05,cnn,0.11789202092017807,0.10751781707228697
521,80.0%,0.05,dt,0.04298098977629671,0.027125764986882395
522,80.0%,0.05,lr,0.03674927119473349,0.030130500955287264
523,80.0%,0.05,rf,0.025938209969372523,0.027653774319075706
524,80.0%,0.05,svc,0.03183977642910304,0.014324111978997928
525,80.0%,0.1,cnn,0.2034904975408156,0.145166179086512
526,80.0%,0.1,dt,0.047836238189139575,0.02350708756509313
527,80.0%,0.1,lr,0.06007346081844307,0.038429367139187154
528,80.0%,0.1,rf,0.05988036182885805,0.056338074469635104
529,80.0%,0.1,svc,0.056800481724335806,0.014784020529585936
530,80.0%,0.15,cnn,0.2715489722122538,0.18826500445497021
531,80.0%,0.15,dt,0.07150930335645699,0.045163871761952135
532,80.0%,0.15,lr,0.08751379757585478,0.054429260819320965
533,80.0%,0.15,rf,0.0904573510636611,0.08748786771732575
534,80.0%,0.15,svc,0.11046937479878542,0.026412335556695456
535,80.0%,0.2,cnn,0.3178156758714506,0.19924039848784098
536,80.0%,0.2,dt,0.10425244478171473,0.07613895307824387
537,80.0%,0.2,lr,0.1292889550057197,0.0971455462511977
538,80.0%,0.2,rf,0.1293055689131822,0.12452010513251752
539,80.0%,0.2,svc,0.16900278261881058,0.015121389196180416
540,80.0%,0.25,cnn,0.35662022650328523,0.20318030503276413
541,80.0%,0.25,dt,0.1471528377574824,0.11449045945328415
542,80.0%,0.25,lr,0.1530610568701608,0.10058278535148224
543,80.0%,0.25,rf,0.1536327323180468,0.13645531486237572
544,80.0%,0.25,svc,0.23915269807037604,0.06944797215696003
545,80.0%,0.3,cnn,0.4034734382604605,0.2021011471110349
546,80.0%,0.3,dt,0.18903051111147687,0.1439530173786638
547,80.0%,0.3,lr,0.20654684383535893,0.14259149452944858
548,80.0%,0.3,rf,0.21300422244106698,0.1927721972815343
549,80.0%,0.3,svc,0.3386565764296166,0.10620951512680599
550,80.0%,0.35,cnn,0.457733546695088,0.20718367216343572
551,80.0%,0.35,dt,0.2209058183671974,0.1643988823125053
552,80.0%,0.35,lr,0.2548497831963184,0.16505049274956957
553,80.0%,0.35,rf,0.26018639498070045,0.21561408032834067
554,80.0%,0.35,svc,0.46217074104986405,0.07147817778698946
555,80.0%,0.4,cnn,0.5090776562186424,0.20111212381765825
556,80.0%,0.4,dt,0.24897491097243174,0.19346744957423426
557,80.0%,0.4,lr,0.3063597776749374,0.18096495465389234
558,80.0%,0.4,rf,0.31009221203960724,0.2255598083675283
559,80.0%,0.4,svc,0.5804926404580144,0.06547521249930793
560,80.0%,0.45,cnn,0.5469724905947008,0.18663892426617082
561,80.0%,0.45,dt,0.2773204496449375,0.21735357532647598
562,80.0%,0.45,lr,0.34845933863319284,0.1791800104150315
563,80.0%,0.45,rf,0.3683297530129447,0.22483133558429796
564,80.0%,0.45,svc,0.6474606676531012,0.05576666189153006
565,80.0%,0.5,cnn,0.609161066872833,0.17807563907510604
566,80.0%,0.5,dt,0.31706477277228384,0.20612037221034857
567,80.0%,0.5,lr,0.42661191946467647,0.20039275070421142
568,80.0%,0.5,rf,0.4489650277481261,0.24426668630876874
569,80.0%,0.5,svc,0.7466138572438941,0.03505648696352982
570,80.0%,0.55,cnn,0.6536248379895399,0.16189307582102969
571,80.0%,0.55,dt,0.43795636853178,0.20550556177451754
572,80.0%,0.55,lr,0.47671129376861937,0.21780711138570816
573,80.0%,0.55,rf,0.5142999654736973,0.2537253159874567
574,80.0%,0.55,svc,0.7744775834260061,0.017997798770158727
575,80.0%,0.6,cnn,0.7072322693269611,0.13360304742313298
576,80.0%,0.6,dt,0.49510055150677074,0.1909610272572798
577,80.0%,0.6,lr,0.5293930698182646,0.23277084273756812
578,80.0%,0.6,rf,0.5728402204835993,0.2596531575428756
579,80.0%,0.6,svc,0.7848653378841886,0.015729175455137717
580,80.0%,0.65,cnn,0.7422956467919269,0.11623879160218825
581,80.0%,0.65,dt,0.543393864701876,0.18543471783582033
582,80.0%,0.65,lr,0.5767859445398679,0.21864667362068357
583,80.0%,0.65,rf,0.6194396076628872,0.2435734999935764
584,80.0%,0.65,svc,0.7922646017780297,0.011304553600363032
585,90.0%,0.05,cnn,0.1366462264185952,0.10007419842852312
586,90.0%,0.05,dt,0.044218635560340704,0.02953028571552471
587,90.0%,0.05,lr,0.04215306593252524,0.030236134340527677
588,90.0%,0.05,rf,0.029681312450137796,0.02945481738080213
589,90.0%,0.05,svc,0.03665678430264059,0.013342542004346173
590,90.0%,0.1,cnn,0.22866517474305176,0.143598927390713
591,90.0%,0.1,dt,0.05266811268725708,0.025507085415531906
592,90.0%,0.1,lr,0.06573538955320138,0.03844482383257644
593,90.0%,0.1,rf,0.059998107446979414,0.05768681955109368
594,90.0%,0.1,svc,0.0637937559628753,0.01429217476433816
595,90.0%,0.15,cnn,0.2888214973968875,0.19428819990289015
596,90.0%,0.15,dt,0.07847412668390441,0.03968792499356959
597,90.0%,0.15,lr,0.09600338839746435,0.0565155860145382
598,90.0%,0.15,rf,0.09160673540149845,0.08753513063153327
599,90.0%,0.15,svc,0.11832558024033832,0.022865238883874848
600,90.0%,0.2,cnn,0.33600998069909127,0.1946379152954759
601,90.0%,0.2,dt,0.10787216767437938,0.07888023029363275
602,90.0%,0.2,lr,0.14120668987167714,0.09966042392528725
603,90.0%,0.2,rf,0.13773478151617793,0.1212765481204987
604,90.0%,0.2,svc,0.17639578237322145,0.01835824013899518
605,90.0%,0.25,cnn,0.38866674127548523,0.19627552060427894
606,90.0%,0.25,dt,0.15741372364279888,0.11219164613696908
607,90.0%,0.25,lr,0.16714392423478006,0.10122656256473683
608,90.0%,0.25,rf,0.1574613622522059,0.13639785007887192
609,90.0%,0.25,svc,0.25381989840158425,0.07193402709097504
610,90.0%,0.3,cnn,0.4326436461337853,0.20191805238135524
611,90.0%,0.3,dt,0.2017810329805857,0.14666352331183385
612,90.0%,0.3,lr,0.21935998596252668,0.14129116419861495
613,90.0%,0.3,rf,0.219886124690342,0.19006744993304334
614,90.0%,0.3,svc,0.3497030092518044,0.1043022808420874
615,90.0%,0.35,cnn,0.4856631853295618,0.2029039013223869
616,90.0%,0.35,dt,0.232823668546153,0.16291255652841707
617,90.0%,0.35,lr,0.27137321714464313,0.16338355167323643
618,90.0%,0.35,rf,0.2658015777428504,0.21389752434548914
619,90.0%,0.35,svc,0.4757828017298214,0.07064397708426928
620,90.0%,0.4,cnn,0.5367975432306359,0.19734682434975975
621,90.0%,0.4,dt,0.2688799096562425,0.18658749991076268
622,90.0%,0.4,lr,0.31943547360833585,0.18296213591231225
623,90.0%,0.4,rf,0.3153565704319231,0.22384444283653507
624,90.0%,0.4,svc,0.5914695929535968,0.06537272976289552
625,90.0%,0.45,cnn,0.5738890872437267,0.18633433077131376
626,90.0%,0.45,dt,0.29124522064596575,0.21356614121718134
627,90.0%,0.45,lr,0.36359685698851785,0.17912138666633318
628,90.0%,0.45,rf,0.3774793241653225,0.22134377582095743
629,90.0%,0.45,svc,0.6581705155597479,0.05597337393993251
630,90.0%,0.5,cnn,0.6330275770799142,0.17628447461337785
631,90.0%,0.5,dt,0.3319586259148118,0.20110477512306807
632,90.0%,0.5,lr,0.43921291327782125,0.19691722940192183
633,90.0%,0.5,rf,0.4561713763278455,0.2422443847561292
634,90.0%,0.5,svc,0.7556288638176045,0.03535856368863543
635,90.0%,0.55,cnn,0.6819072980931015,0.15449240704725226
636,90.0%,0.55,dt,0.448814503813722,0.2029606562141387
637,90.0%,0.55,lr,0.49037112326052573,0.21409841977572242
638,90.0%,0.55,rf,0.5230552058514364,0.24787851403823363
639,90.0%,0.55,svc,0.782127358718982,0.018678894744412984
640,90.0%,0.6,cnn,0.7273251815518506,0.13299701501537495
641,90.0%,0.6,dt,0.505101902679136,0.19383453075667267
642,90.0%,0.6,lr,0.5416334427620666,0.22832386468191138
643,90.0%,0.6,rf,0.5781016765384065,0.2570585354950868
644,90.0%,0.6,svc,0.7936107682857548,0.014944514222681685
645,90.0%,0.65,cnn,0.7606656188535112,0.11309255619361089
646,90.0%,0.65,dt,0.5509666979672633,0.18857256727034252
647,90.0%,0.65,lr,0.5896346623271438,0.21465117589394075
648,90.0%,0.65,rf,0.6253904267460865,0.24086613066128662
649,90.0%,0.65,svc,0.8040289418196128,0.010472555795141858
