,noise_proportion_corrected(beta),noise_ratio(alpha),noise_type(t),mean,std
183,70.0%,0.05,NNAR,0.0121,0.018907626081090836
184,70.0%,0.1,NCAR,0.02238888888888889,0.031182001127080687
185,70.0%,0.1,NNAR,0.023155555555555558,0.02941189327755153
186,70.0%,0.15,NCAR,0.03362222222222223,0.044106163893022514
187,70.0%,0.15,NNAR,0.03671666666666667,0.0457259598895554
188,70.0%,0.2,NCAR,0.04507777777777778,0.0578236053512427
189,70.0%,0.2,NNAR,0.04653333333333333,0.05413116699484192
190,70.0%,0.25,NCAR,0.0572611111111111,0.06644839757780452
191,70.0%,0.25,NNAR,0.06126111111111111,0.06776770740076944
192,70.0%,0.3,NCAR,0.07841111111111111,0.08055289312580464
193,70.0%,0.3,NNAR,0.08714999999999999,0.07703198747904709
194,70.0%,0.35,NCAR,0.09627777777777777,0.08709848375333012
195,70.0%,0.35,NNAR,0.1203111111111111,0.07792893832798015
196,70.0%,0.4,NCAR,0.1353277777777778,0.09099185490931927
197,70.0%,0.4,NNAR,0.20782222222222224,0.07626242223607556
198,70.0%,0.45,NCAR,0.21090000000000003,0.05880762121399881
199,70.0%,0.45,NNAR,0.33491666666666664,0.0660941325500373
200,70.0%,0.5,NCAR,0.40201111111111115,0.07217429159661783
201,70.0%,0.5,NNAR,0.4808333333333334,0.1508337536132091
202,70.0%,0.55,NCAR,0.5839666666666667,0.1821090256047292
203,70.0%,0.55,NNAR,0.6051000000000001,0.18402699279782922
204,70.0%,0.6,NCAR,0.6514111111111112,0.21179129045794667
205,70.0%,0.6,NNAR,0.6679055555555555,0.20717546330263556
206,70.0%,0.65,NCAR,0.6935499999999999,0.2132378553655374
207,70.0%,0.65,NNAR,0.6959722222222222,0.20418981284827067
208,80.0%,0.05,NCAR,0.013138888888888893,0.01682734004708442
209,80.0%,0.05,NNAR,0.01295,0.019402607381080447
210,80.0%,0.1,NCAR,0.02608888888888889,0.03512440601917527
211,80.0%,0.1,NNAR,0.026244444444444445,0.03315742410731947
212,80.0%,0.15,NCAR,0.03851111111111111,0.05146061995914705
213,80.0%,0.15,NNAR,0.0409,0.05125313452738946
214,80.0%,0.2,NCAR,0.052488888888888884,0.06780035504339141
215,80.0%,0.2,NNAR,0.05343333333333333,0.06229844371559754
216,80.0%,0.25,NCAR,0.06522222222222222,0.07740278137681192
217,80.0%,0.25,NNAR,0.06918888888888887,0.07818576853234335
218,80.0%,0.3,NCAR,0.08906666666666667,0.09384949320215681
219,80.0%,0.3,NNAR,0.09781666666666666,0.08929071689097937
220,80.0%,0.35,NCAR,0.10665,0.10053140786082948
221,80.0%,0.35,NNAR,0.1318611111111111,0.09121959286065447
222,80.0%,0.4,NCAR,0.14892777777777777,0.10714465919976665
223,80.0%,0.4,NNAR,0.2213388888888889,0.08596602966138296
224,80.0%,0.45,NCAR,0.22695555555555555,0.07492087611914708
225,80.0%,0.45,NNAR,0.3520888888888889,0.0586773479357214
226,80.0%,0.5,NCAR,0.41788888888888887,0.055144896884388304
227,80.0%,0.5,NNAR,0.49548333333333333,0.13711775614514457
228,80.0%,0.55,NCAR,0.6030055555555556,0.16268396538891503
229,80.0%,0.55,NNAR,0.6239666666666667,0.16305700069258092
230,80.0%,0.6,NCAR,0.6721222222222222,0.1889220422579114
231,80.0%,0.6,NNAR,0.6862055555555556,0.18678292892766132
232,80.0%,0.65,NCAR,0.7157666666666668,0.19022747629464615
233,80.0%,0.65,NNAR,0.7193388888888889,0.17906086989415124
234,90.0%,0.05,NCAR,0.01576111111111111,0.019414722251408004
235,90.0%,0.05,NNAR,0.015105555555555554,0.02254566990650775
236,90.0%,0.1,NCAR,0.028350000000000004,0.03837502024456729
237,90.0%,0.1,NNAR,0.029722222222222226,0.03770512695093461
238,90.0%,0.15,NCAR,0.04277222222222222,0.05754976768326063
239,90.0%,0.15,NNAR,0.04700000000000001,0.058970686781157126
240,90.0%,0.2,NCAR,0.059105555555555564,0.07640450257449566
241,90.0%,0.2,NNAR,0.05934999999999998,0.07110810677526164
242,90.0%,0.25,NCAR,0.07366111111111111,0.08771507733596673
243,90.0%,0.25,NNAR,0.07747777777777777,0.0885245574333877
244,90.0%,0.3,NCAR,0.0990222222222222,0.10600231659509032
245,90.0%,0.3,NNAR,0.10689999999999998,0.10008672775461139
246,90.0%,0.35,NCAR,0.11906111111111109,0.11696392815897834
247,90.0%,0.35,NNAR,0.14323333333333332,0.10514783952333295
248,90.0%,0.4,NCAR,0.16222222222222224,0.12380429481253287
249,90.0%,0.4,NNAR,0.23441111111111113,0.0972244301602616
250,90.0%,0.45,NCAR,0.24176666666666666,0.0928198892672008
251,90.0%,0.45,NNAR,0.36539999999999995,0.05831609109368466
252,90.0%,0.5,NCAR,0.43404999999999994,0.0403767557170538
253,90.0%,0.5,NNAR,0.5117111111111111,0.12352501788484498
254,90.0%,0.55,NCAR,0.620261111111111,0.14301773003688664
255,90.0%,0.55,NNAR,0.6431222222222222,0.14082913517262646
256,90.0%,0.6,NCAR,0.6898944444444443,0.16778073271576613
257,90.0%,0.6,NNAR,0.7074833333333334,0.1617816127483704
258,90.0%,0.65,NCAR,0.7369166666666666,0.164862084735212
259,90.0%,0.65,NNAR,0.7411000000000001,0.154874867493101
