,noise_proportion_corrected(beta),noise_ratio(alpha),noise_type(t),mean,std
343,80.0%,0.55,NCAR,0.17115,0.2577483626900232
344,80.0%,0.55,NNAR,0.39492799999999995,0.08458573489033938
345,80.0%,0.6,NAR,0.39388999999999996,0.11729662599319622
346,80.0%,0.6,NCAR,0.19303999999999996,0.26462895625723937
347,80.0%,0.6,NNAR,0.46654799999999996,0.06547181116436951
348,80.0%,0.65,NAR,0.4836739999999999,0.10335565466398253
349,80.0%,0.65,NCAR,0.20913199999999993,0.2542997142534528
350,80.0%,0.65,NNAR,0.5206679999999999,0.06849680594370658
351,90.0%,0.05,NAR,0.00436399999999996,0.002738818455212433
352,90.0%,0.05,NCAR,0.004199999999999951,0.0024540678433148068
353,90.0%,0.05,NNAR,0.016381999999999956,0.00937414355271663
354,90.0%,0.1,NAR,0.007021999999999964,0.005076970412699736
355,90.0%,0.1,NCAR,0.009849999999999953,0.004788645157973135
356,90.0%,0.1,NNAR,0.02644199999999995,0.01960702799862273
357,90.0%,0.15,NAR,0.01598199999999995,0.009029197311036704
358,90.0%,0.15,NCAR,0.009857999999999936,0.005069439851518444
359,90.0%,0.15,NNAR,0.045001999999999945,0.03303158964212462
360,90.0%,0.2,NAR,0.01966799999999997,0.01004194143356265
361,90.0%,0.2,NCAR,0.01620599999999995,0.01236493412511234
362,90.0%,0.2,NNAR,0.06812399999999996,0.0354506818103168
363,90.0%,0.25,NAR,0.02702799999999995,0.011936430943689536
364,90.0%,0.25,NCAR,0.020357999999999953,0.015348576880118174
365,90.0%,0.25,NNAR,0.09639799999999994,0.039033107297602156
366,90.0%,0.3,NAR,0.034285999999999935,0.015581988686575647
367,90.0%,0.3,NCAR,0.034269999999999946,0.03493131014679279
368,90.0%,0.3,NNAR,0.14068199999999997,0.036434849262983474
369,90.0%,0.35,NAR,0.05667799999999995,0.03406621577373774
370,90.0%,0.35,NCAR,0.04618399999999997,0.049735657803459864
371,90.0%,0.35,NNAR,0.19147599999999998,0.04658058437607162
372,90.0%,0.4,NAR,0.08368999999999996,0.04949131133804381
373,90.0%,0.4,NCAR,0.07633999999999996,0.10447408623135956
374,90.0%,0.4,NNAR,0.24771999999999994,0.0534192810868579
375,90.0%,0.45,NAR,0.12133999999999995,0.06843282420426201
376,90.0%,0.45,NCAR,0.10887799999999995,0.1665161330542688
377,90.0%,0.45,NNAR,0.27343599999999996,0.050914930090519124
378,90.0%,0.5,NAR,0.20114799999999997,0.1334486742886109
379,90.0%,0.5,NCAR,0.16642199999999996,0.25787039878075757
380,90.0%,0.5,NNAR,0.3562539999999999,0.06809891128621182
381,90.0%,0.55,NAR,0.3170219999999999,0.13078058629253964
382,90.0%,0.55,NCAR,0.17589799999999994,0.25911894557346066
383,90.0%,0.55,NNAR,0.40047200000000005,0.08570047993578853
384,90.0%,0.6,NAR,0.398962,0.11758268803922887
385,90.0%,0.6,NCAR,0.19682599999999995,0.26665897567905733
386,90.0%,0.6,NNAR,0.4739319999999999,0.06715446841850087
387,90.0%,0.65,NAR,0.491074,0.10539134420175628
388,90.0%,0.65,NCAR,0.213272,0.2566302215807239
389,90.0%,0.65,NNAR,0.5275500000000001,0.07073949117886627
